"","Transcript","IU_number","start_time","end_time","speaker","IU","Anonymity","Linguistic_info","Quotatives","Me_possessive","There's","Social_info","ordered"
"3924","SydS_GOF_174_Cassia",216,"00:07:19.510","00:07:20.800","PNT: Cassia","way of socialising.","","","","","","",216
"654","SydS_GOF_174_Cassia",217,"00:07:20.800","00:07:21.384","INT: Erica","yeah.","","","","","","",217
"655","SydS_GOF_174_Cassia",218,"00:07:21.384","00:07:21.578","INT: Erica","((TSK)) ","","","","","","",218
"656","SydS_GOF_174_Cassia",219,"00:07:21.578","00:07:22.750","INT: Erica","wow I didn't know th[at].","","","","","","",219
"3925","SydS_GOF_174_Cassia",220,"00:07:22.570","00:07:23.180","PNT: Cassia","[ye]ah.","","","","","","",220
"3926","SydS_GOF_174_Cassia",221,"00:07:23.180","00:07:24.185","PNT: Cassia","... ye[2ah2].","","","","","","",221
"657","SydS_GOF_174_Cassia",222,"00:07:23.855","00:07:24.391","INT: Erica","[2h2]m.","","","","","","",222
"3927","SydS_GOF_174_Cassia",223,"00:07:24.391","00:07:25.160","PNT: Cassia","very different.","","","","","","",223
"3928","SydS_GOF_174_Cassia",224,"00:07:25.160","00:07:26.055","PNT: Cassia","... ye[ah,","","","","","","",224
"658","SydS_GOF_174_Cassia",225,"00:07:25.920","00:07:26.525","INT: Erica","[um],","","","","","","",225
"3929","SydS_GOF_174_Cassia",226,"00:07:26.055","00:07:27.590","PNT: Cassia","and obvi]ously .. I learned,","","","","","","",226
"3930","SydS_GOF_174_Cassia",227,"00:07:27.590","00:07:29.490","PNT: Cassia",".. to leave the Greek at home,","","","","","","Learned to leave the Greek and home and be the ""other person"" (who socialised in English) at school",227
"3931","SydS_GOF_174_Cassia",228,"00:07:29.490","00:07:30.255","PNT: Cassia",".. and then,","","","","","","",228
"3932","SydS_GOF_174_Cassia",229,"00:07:30.255","00:07:31.550","PNT: Cassia",".. when I went to school.","","","","","","",229
"3933","SydS_GOF_174_Cassia",230,"00:07:31.550","00:07:32.333","PNT: Cassia",".. [to be] --","","","","","","",230
"659","SydS_GOF_174_Cassia",231,"00:07:31.810","00:07:32.333","INT: Erica","[t- t-] --","","","","","","",231
"660","SydS_GOF_174_Cassia",232,"00:07:32.333","00:07:33.300","INT: Erica","to talk in English,","","","","","","",232
"661","SydS_GOF_174_Cassia",233,"00:07:33.300","00:07:33.750","INT: Erica","a[nd to] --","","","","","","",233
"3934","SydS_GOF_174_Cassia",234,"00:07:33.430","00:07:33.750","PNT: Cassia","[and] --","","","","","","",234
"3935","SydS_GOF_174_Cassia",235,"00:07:33.750","00:07:35.240","PNT: Cassia",".. to [2be the other2] person,","","","","","","",235
"662","SydS_GOF_174_Cassia",236,"00:07:34.095","00:07:34.590","INT: Erica","[2yeah2].","","","","","","",236
"3936","SydS_GOF_174_Cassia",237,"00:07:35.240","00:07:36.450","PNT: Cassia","that .. socialised,","","","","","","",237
"3937","SydS_GOF_174_Cassia",238,"00:07:36.450","00:07:37.405","PNT: Cassia",".. in [English],","","","","","","",238
"663","SydS_GOF_174_Cassia",239,"00:07:36.815","00:07:37.405","INT: Erica","[yeah]. ","","","","","","",239
"664","SydS_GOF_174_Cassia",240,"00:07:37.405","00:07:38.085","INT: Erica","... did y- --","","","","","","",240
"665","SydS_GOF_174_Cassia",241,"00:07:38.085","00:07:38.830","INT: Erica","so you felt --","","","","","","",241
"666","SydS_GOF_174_Cassia",242,"00:07:38.830","00:07:39.510","INT: Erica","... k- --","","","","","","",242
"667","SydS_GOF_174_Cassia",243,"00:07:39.510","00:07:41.074","INT: Erica",".. embarrassed about that?","","","","","","",243
"3938","SydS_GOF_174_Cassia",244,"00:07:41.074","00:07:41.965","PNT: Cassia","[o=h,","","","","","","",244
"668","SydS_GOF_174_Cassia",245,"00:07:41.074","00:07:42.160","INT: Erica","[about being --","","","","","","",245
"3939","SydS_GOF_174_Cassia",246,"00:07:41.965","00:07:42.790","PNT: Cassia","I tri]ed --","","","","","","",246
"669","SydS_GOF_174_Cassia",247,"00:07:42.160","00:07:42.588","INT: Erica","like] --","","","","","","",247
"3940","SydS_GOF_174_Cassia",248,"00:07:42.790","00:07:44.030","PNT: Cassia",".. I tried to f- s- --","","","","","","",248
"3941","SydS_GOF_174_Cassia",249,"00:07:44.030","00:07:44.830","PNT: Cassia",".. assimilate.","","","","","","",249
"670","SydS_GOF_174_Cassia",250,"00:07:44.830","00:07:45.425","INT: Erica",".. yea[h,","","","","","","",250
"3942","SydS_GOF_174_Cassia",251,"00:07:45.340","00:07:46.000","PNT: Cassia","[yea]h,","","","","","","",251
"671","SydS_GOF_174_Cassia",252,"00:07:45.425","00:07:45.880","INT: Erica","exactl-], ","","","","","","",252
"3943","SydS_GOF_174_Cassia",253,"00:07:46.000","00:07:47.370","PNT: Cassia","[2I tried to assi2]milate.","","","","","","She tried to assimilate / fit in at school",253
"672","SydS_GOF_174_Cassia",254,"00:07:46.000","00:07:46.890","INT: Erica","[2tried to fit in2].","","","","","","",254
"3944","SydS_GOF_174_Cassia",255,"00:07:47.370","00:07:48.175","PNT: Cassia","[tried] to fit in,","","","","","","",255
"673","SydS_GOF_174_Cassia",256,"00:07:47.370","00:07:47.725","INT: Erica","[yeah].","","","","","","",256
"3945","SydS_GOF_174_Cassia",257,"00:07:48.175","00:07:48.750","PNT: Cassia","which is what --","","","","","","",257
"3946","SydS_GOF_174_Cassia",258,"00:07:48.750","00:07:50.245","PNT: Cassia","... all young people [want].","","","","","","",258
"674","SydS_GOF_174_Cassia",259,"00:07:49.920","00:07:50.772","INT: Erica","[I kn]o[2w2].","","","","","","",259
"3947","SydS_GOF_174_Cassia",260,"00:07:50.532","00:07:51.265","PNT: Cassia","[2they wa2]nt to be,","","","","","","",260
"3948","SydS_GOF_174_Cassia",261,"00:07:51.265","00:07:52.388","PNT: Cassia","... ac[3cep3]te[d] --","","","","","","",261
"675","SydS_GOF_174_Cassia",262,"00:07:51.859","00:07:52.110","INT: Erica","[3<X d- X>3] --","","","","","","",262
"676","SydS_GOF_174_Cassia",263,"00:07:52.255","00:07:52.635","INT: Erica","[y]eah,","","","","","","",263
"677","SydS_GOF_174_Cassia",264,"00:07:52.635","00:07:53.220","INT: Erica","exactly.","","","","","","",264
"3949","SydS_GOF_174_Cassia",265,"00:07:53.220","00:07:53.740","PNT: Cassia",".. yeah.","","","","","","",265
"678","SydS_GOF_174_Cassia",266,"00:07:53.740","00:07:54.257","INT: Erica","um,","","","","","","",266
"679","SydS_GOF_174_Cassia",267,"00:07:54.257","00:07:55.370","INT: Erica","... but you --","","","","","","",267
"680","SydS_GOF_174_Cassia",268,"00:07:55.370","00:07:55.945","INT: Erica",".. % like,","","","","","","",268
"681","SydS_GOF_174_Cassia",269,"00:07:55.945","00:07:58.085","INT: Erica",".. I think you look quite Caucasian too,","","","","","","Looks caucasian - blonde hair, blue eyes",269
"682","SydS_GOF_174_Cassia",270,"00:07:58.085","00:07:59.260","INT: Erica","like you've got blonde ha[ir,","","","","","","",270
"3950","SydS_GOF_174_Cassia",271,"00:07:59.234","00:08:00.065","PNT: Cassia","[I know and] -- ","","","","","","",271
"683","SydS_GOF_174_Cassia",272,"00:07:59.260","00:07:59.710","INT: Erica","and blue --","","","","","","",272
"684","SydS_GOF_174_Cassia",273,"00:07:59.710","00:08:00.481","INT: Erica","<X have X> you got] blue ey- --","","","","","","",273
"3951","SydS_GOF_174_Cassia",274,"00:08:00.481","00:08:00.890","PNT: Cassia","[2yeah2].","","","","","","",274
"685","SydS_GOF_174_Cassia",275,"00:08:00.481","00:08:01.835","INT: Erica","[you got blue2] eyes like [3me t3]o[4o.","","","","","","",275
"3952","SydS_GOF_174_Cassia",276,"00:08:01.266","00:08:01.625","PNT: Cassia","[3yeah3].","","","","","","",276
"3953","SydS_GOF_174_Cassia",277,"00:08:01.768","00:08:02.240","PNT: Cassia","[4yeah4].","","","","","","",277
"686","SydS_GOF_174_Cassia",278,"00:08:01.835","00:08:02.240","INT: Erica","yeah4]. ","","","","","","",278
"687","SydS_GOF_174_Cassia",279,"00:08:02.240","00:08:05.150","INT: Erica",".. so you look like you could fit in which is really [great], ","","","","","","",279
"3954","SydS_GOF_174_Cassia",280,"00:08:04.595","00:08:05.260","PNT: Cassia","[I kno]w,","","","","","","",280
"3955","SydS_GOF_174_Cassia",281,"00:08:05.260","00:08:05.624","PNT: Cassia","but I s- --","","","","","","",281
"3956","SydS_GOF_174_Cassia",282,"00:08:05.624","00:08:07.015","PNT: Cassia","I [still had a hard time],","","","","","","",282
"688","SydS_GOF_174_Cassia",283,"00:08:05.790","00:08:06.315","INT: Erica","[yeah,","","","","","","",283
"689","SydS_GOF_174_Cassia",284,"00:08:06.315","00:08:07.015","INT: Erica","still, ","","","","","","",284
"3957","SydS_GOF_174_Cassia",285,"00:08:07.015","00:08:07.990","PNT: Cassia","cause of my name,","","","","","","Had a hard time growing up becuase of her name - Sofia; noone with an ethnic name",285
"3958","SydS_GOF_174_Cassia",286,"00:08:07.990","00:08:08.620","PNT: Cassia","back then,","","","","","","",286
"3959","SydS_GOF_174_Cassia",287,"00:08:08.620","00:08:09.975","PNT: Cassia","[you know you didn't have a s]ur- --","","","","","","",287
"690","SydS_GOF_174_Cassia",288,"00:08:08.620","00:08:09.700","INT: Erica","[X true].","","","","","","",288
"3960","SydS_GOF_174_Cassia",289,"00:08:09.975","00:08:10.640","PNT: Cassia",".. the sa- --","","","","","","",289
"3961","SydS_GOF_174_Cassia",290,"00:08:10.640","00:08:11.390","PNT: Cassia",".. Sophia.","Sophia","","","","","",290
"3962","SydS_GOF_174_Cassia",291,"00:08:11.390","00:08:14.530","PNT: Cassia",".. there was n[o-one] with an ethnic name back then,","","","","","","",291
"691","SydS_GOF_174_Cassia",292,"00:08:12.213","00:08:12.597","INT: Erica","[<X yeah X>].","","","","","","",292
"692","SydS_GOF_174_Cassia",293,"00:08:14.530","00:08:15.080","INT: Erica","ye[2ah2].","","","","","","",293
"3963","SydS_GOF_174_Cassia",294,"00:08:14.772","00:08:16.914","PNT: Cassia","[2it wa2]s all Mary Susan Janes.","","","","","","",294
"3964","SydS_GOF_174_Cassia",295,"00:08:16.914","00:08:19.195","PNT: Cassia",".. and I always [wanted a nic=e e]asy name,","","","","","","",295
"693","SydS_GOF_174_Cassia",296,"00:08:17.350","00:08:18.360","INT: Erica","[I guess that was it].","","","","","","",296
"3965","SydS_GOF_174_Cassia",297,"00:08:19.195","00:08:21.095","PNT: Cassia",".. [2people h2]ad trouble saying Sophia,","","","","","","people struggled to say her first name properly, ""forget about"" last name Kriketos as even harder for people to get right",297
"694","SydS_GOF_174_Cassia",298,"00:08:19.385","00:08:19.701","INT: Erica","[2@@2]","","","","","","",298
"3966","SydS_GOF_174_Cassia",299,"00:08:21.095","00:08:22.420","PNT: Cassia","you've got no ide[a].","","","","","","",299
"695","SydS_GOF_174_Cassia",300,"00:08:22.245","00:08:23.920","INT: Erica","[<X but X>] you’d .. th[2ink it would be easy,","Kriket-","","","","","",300
"3967","SydS_GOF_174_Cassia",301,"00:08:22.995","00:08:24.235","PNT: Cassia","[2and then forget Kriket- --","Kriket-","","","","","",301
"696","SydS_GOF_174_Cassia",302,"00:08:23.920","00:08:25.174","INT: Erica","it's <X a X> .. five letter --","five","","","","","",302
"3968","SydS_GOF_174_Cassia",303,"00:08:24.235","00:08:25.700","PNT: Cassia","and forget Kriketos2],","Kriketos","","","","","",303
"697","SydS_GOF_174_Cassia",304,"00:08:25.174","00:08:25.700","INT: Erica","yeah2]. ","Kriketos","","","","","",304
"3969","SydS_GOF_174_Cassia",305,"00:08:25.700","00:08:26.720","PNT: Cassia","for[get Kri]ketos,","Kriketos","","","","","",305
"698","SydS_GOF_174_Cassia",306,"00:08:25.845","00:08:26.180","INT: Erica","[<X hm X>].","","","","","","",306
"3970","SydS_GOF_174_Cassia",307,"00:08:26.720","00:08:27.095","PNT: Cassia","so,","","","","","","",307
"699","SydS_GOF_174_Cassia",308,"00:08:27.095","00:08:27.835","INT: Erica",".. o[2h my gosh2].","","","","","","",308
"3971","SydS_GOF_174_Cassia",309,"00:08:27.270","00:08:29.020","PNT: Cassia","[2I got te2]ased about my name,","","","","","","got teased about her name at school",309
"700","SydS_GOF_174_Cassia",310,"00:08:29.020","00:08:30.156","INT: Erica","... ye[ah].","","","","","","",310
"3972","SydS_GOF_174_Cassia",311,"00:08:29.876","00:08:30.524","PNT: Cassia","[ye]ah.","","","","","","",311
"3973","SydS_GOF_174_Cassia",312,"00:08:30.524","00:08:31.108","PNT: Cassia","[2and or2] -- ","","","","","","",312
"701","SydS_GOF_174_Cassia",313,"00:08:30.524","00:08:31.108","INT: Erica","[2oh2],","","","","","","",313
"702","SydS_GOF_174_Cassia",314,"00:08:31.108","00:08:31.860","INT: Erica",".. [XX] --","","","","","","",314
"3974","SydS_GOF_174_Cassia",315,"00:08:31.284","00:08:31.935","PNT: Cassia","[and now i]t --","","","","","","",315
"703","SydS_GOF_174_Cassia",316,"00:08:31.935","00:08:32.220","INT: Erica","y[2eah2].","","","","","","",316
"3975","SydS_GOF_174_Cassia",317,"00:08:32.025","00:08:32.890","PNT: Cassia","[2it2] wouldn't matter.","","","","","","",317
"3976","SydS_GOF_174_Cassia",318,"00:08:32.890","00:08:34.485","PNT: Cassia","... [3it wouldn't3] matte[r now].","","","","","","",318
"704","SydS_GOF_174_Cassia",319,"00:08:33.435","00:08:33.840","INT: Erica","[3yeah3],","","","","","","",319
"705","SydS_GOF_174_Cassia",320,"00:08:34.049","00:08:35.242","INT: Erica","[it's jus]t like a different t- --","","","","","","",320
"706","SydS_GOF_174_Cassia",321,"00:08:35.242","00:08:36.265","INT: Erica",".. yeah diffe[2rent time2].","","","","","","",321
"3977","SydS_GOF_174_Cassia",322,"00:08:35.705","00:08:36.010","PNT: Cassia","[2yeah,","","","","","","",322
"3978","SydS_GOF_174_Cassia",323,"00:08:36.010","00:08:37.375","PNT: Cassia","so th2]ere was no other Greeks,","","","","","","No Greeks or Italians or cousins at her school",323
"3979","SydS_GOF_174_Cassia",324,"00:08:37.375","00:08:38.045","PNT: Cassia","or Italians,","","","","","","",324
"3980","SydS_GOF_174_Cassia",325,"00:08:38.045","00:08:38.695","PNT: Cassia","or cousins,","","","","","","",325
"3981","SydS_GOF_174_Cassia",326,"00:08:38.695","00:08:39.335","PNT: Cassia","or anybody.","","","","","","",326
"707","SydS_GOF_174_Cassia",327,"00:08:39.335","00:08:40.660","INT: Erica","wa[s there anyone] close --","","","","","","",327
"3982","SydS_GOF_174_Cassia",328,"00:08:39.534","00:08:40.145","PNT: Cassia","[to help] --","","","","","","",328
"708","SydS_GOF_174_Cassia",329,"00:08:40.660","00:08:42.365","INT: Erica",".. in the suburb that you knew,","","","","","","",329
"709","SydS_GOF_174_Cassia",330,"00:08:42.365","00:08:42.794","INT: Erica","at like,","","","","","","",330
"710","SydS_GOF_174_Cassia",331,"00:08:42.794","00:08:44.786","INT: Erica",".. did you have cousins there or [anything]?","","","","","","",331
"3983","SydS_GOF_174_Cassia",332,"00:08:44.083","00:08:45.090","PNT: Cassia","[no]=,","","","","","","",332
"3984","SydS_GOF_174_Cassia",333,"00:08:45.090","00:08:46.000","PNT: Cassia","nobod[2y2].","","","","","","nobody in the suburb of same ethnic background, nor family",333
"711","SydS_GOF_174_Cassia",334,"00:08:45.710","00:08:46.416","INT: Erica","[2no2]-one.","","","","","","",334
"3985","SydS_GOF_174_Cassia",335,"00:08:46.416","00:08:47.180","PNT: Cassia","no.","","","","","","",335
"3986","SydS_GOF_174_Cassia",336,"00:08:47.180","00:08:47.770","PNT: Cassia","no.","","","","","","",336
"712","SydS_GOF_174_Cassia",337,"00:08:47.770","00:08:48.670","INT: Erica","... ye[ah].","","","","","","",337
"3987","SydS_GOF_174_Cassia",338,"00:08:48.420","00:08:48.995","PNT: Cassia","[and M]um --","","","","","","",338
"3988","SydS_GOF_174_Cassia",339,"00:08:48.995","00:08:49.570","PNT: Cassia","yeah so,","","","","","","",339
"3989","SydS_GOF_174_Cassia",340,"00:08:49.570","00:08:51.010","PNT: Cassia",".. Mum and Dad were really strict,","","","","","","parents were ""really strict""",340
"3990","SydS_GOF_174_Cassia",341,"00:08:51.010","00:08:53.690","PNT: Cassia","and I'd say but I want to catch up with my friends on the weekend,","","","","","","",341
"3991","SydS_GOF_174_Cassia",342,"00:08:53.690","00:08:54.608","PNT: Cassia","and they'd go oh no b- --","","","","","","",342
"3992","SydS_GOF_174_Cassia",343,"00:08:54.608","00:08:55.590","PNT: Cassia","... no,","","","","","","",343
"3993","SydS_GOF_174_Cassia",344,"00:08:55.590","00:08:56.420","PNT: Cassia","no not your friends,","","","","","","",344
"3994","SydS_GOF_174_Cassia",345,"00:08:56.420","00:08:58.290","PNT: Cassia","your .. family are your friends.","","","","","","",345
"3995","SydS_GOF_174_Cassia",346,"00:08:58.290","00:09:00.465","PNT: Cassia",".. but @we had [no c]ousins [2around us2] to be- --","","","","","","Parents would say ""your family are your friends"", but they had no cousins around to spend time with ",346
"713","SydS_GOF_174_Cassia",347,"00:08:58.895","00:08:59.129","INT: Erica","[<X no X>] --","","","","","","",347
"714","SydS_GOF_174_Cassia",348,"00:08:59.610","00:09:00.120","INT: Erica","[2yeah2].","","","","","","",348
"3996","SydS_GOF_174_Cassia",349,"00:09:00.465","00:09:01.370","PNT: Cassia","have friend[3s3].","","","","","","",349
"715","SydS_GOF_174_Cassia",350,"00:09:01.260","00:09:01.840","INT: Erica","[3w3]here we- --","","","","","","",350
"716","SydS_GOF_174_Cassia",351,"00:09:01.840","00:09:03.720","INT: Erica",".. w- did we have cousins in Sydney tho[ugh,","","","","","","",351
"3997","SydS_GOF_174_Cassia",352,"00:09:03.615","00:09:04.360","PNT: Cassia","[oh yeah l]ots of --","","","","","","",352
"717","SydS_GOF_174_Cassia",353,"00:09:03.720","00:09:04.075","INT: Erica","<X were there X>] --","","","","","","",353
"3998","SydS_GOF_174_Cassia",354,"00:09:04.360","00:09:05.895","PNT: Cassia",".. but they all lived far aw[2ay.","","","","","","Had cousins in Sydney, but they lived far away",354
"718","SydS_GOF_174_Cassia",355,"00:09:05.610","00:09:06.271","INT: Erica","[2o2]=[h].","","","","","","",355
"3999","SydS_GOF_174_Cassia",356,"00:09:06.055","00:09:08.100","PNT: Cassia","[we ha]d the Perrys in Beecroft,","Perrys Beecroft","","","","","",356
"4000","SydS_GOF_174_Cassia",357,"00:09:08.100","00:09:09.415","PNT: Cassia",".. [2but when you2]'re young,","","","","","","",357
"719","SydS_GOF_174_Cassia",358,"00:09:08.368","00:09:08.891","INT: Erica","[2hm2].","","","","","","",358
"4001","SydS_GOF_174_Cassia",359,"00:09:09.415","00:09:10.120","PNT: Cassia","that['s] --","","","","","","",359
"720","SydS_GOF_174_Cassia",360,"00:09:09.905","00:09:10.280","INT: Erica","[ye]ah,","","","","","","",360
"721","SydS_GOF_174_Cassia",361,"00:09:10.280","00:09:10.508","INT: Erica","f[2ar.","","","","","","",361
"4002","SydS_GOF_174_Cassia",362,"00:09:10.335","00:09:11.495","PNT: Cassia","[2and they were boys2].","","","","","","",362
"722","SydS_GOF_174_Cassia",363,"00:09:10.508","00:09:12.945","INT: Erica","I guess it's like us w2]ith you guys in Hornsby Heights,","Hornsby Heights","","","","","",363
